ID,Horizontal_Distance_To_Fire_Points
49513387,3569.331000596313
154482561,3809.234219286344
170918549,2832.750565791869
483460773,1057.524473309953
3421968690,1408.4859701063428
5499677306,1344.1311964797192
6705225373,2072.322774049715
7212205247,2706.337204183518
7677453658,1510.141551340957
10568709598,3511.7088517135167
11010485947,2899.5909954840427
11872738465,2694.004410196344
11932179207,1602.4890731361565
13257721895,1820.8550131944023
13927948751,3354.1272800012675
14489896641,2864.939451161338
14533450652,2723.8479232596283
15876934908,2880.0089046637454
16294458069,1421.0146910348008
17204753953,2660.7467948715466
18254775858,3618.249718955105
18587689167,1275.3145145095596
18714428928,2614.2681126178322
19116118615,1729.9226647221749
20622356958,1416.0234275356745
21009804390,1267.506035875288
21606716089,1741.7264151455129
23003507048,1187.196102034484
23453508077,2897.8525642508835
25491478138,2948.1521058041067
26344741034,1204.7311095931568
27255398089,1947.460631753132
27458388153,2871.0363249318325
27567489444,947.5426465836422
29404828195,2415.072912043565
31557514696,1413.1721216924525
32730748563,1107.995490192347
32884041343,1941.4036767420687
33399879940,2434.9851911262967
33690075065,1260.6395254052545
36954078703,1132.633677108462
37241643628,2437.0566263792107
37526064209,2980.777629020381
37888408680,3107.964134101805
38778495322,2342.333667147953
38881753524,2627.2705427321193
39445652987,3408.6127898503573
41715580937,2749.8434092507314
41782178549,1135.1979330483082
42460352572,1882.012221911731
43131085379,3420.521663530616
43215929285,3051.791166748473
43218269944,1520.998130460794
44272236132,2079.6269819396184
44291834111,3220.427317779672
45863110497,1216.3474113746083
47936167179,1971.7199585446053
47960171005,3218.660495618589
48605389311,1485.7641721337295
48706795356,1846.1219029780536
49988516622,838.5725169558455
50178474646,1737.866750070466
50185962297,1179.6872812052966
51137539291,3234.5205650480557
51254308022,1624.5707306492195
51485692242,2718.7655257800843
53407573721,3368.069111897662
53617093644,2892.6384832608333
54815855423,2539.3946781102923
57570938929,1527.4530433482919
59358734242,2609.261425103884
59805517756,3142.7593012555653
59904653621,2885.249756520881
62251900775,1208.3033206150371
62294819713,2685.2438363416054
62340551963,1223.8168020036119
63641439905,2756.0528260577626
65036486778,1295.8679126383886
66421264513,2845.178018710625
66933894253,1750.4007560204254
67770507511,1037.1402871670023
69622426407,1076.2098482230485
70790301137,2804.253193685741
70984767213,3593.055340239572
71226250395,2409.099865370825
72414773115,2886.9330932458633
75305489676,2311.1877977130907
75473973939,1851.4213974943277
77614027136,3424.520104483493
79230575862,2316.0970984901833
79615576477,2188.5689647097997
80701706821,2126.732403585442
83060056231,1493.1254561062449
83287709439,1376.1238355389037
86819211905,2608.528632291289
87501972029,3854.395991225713
88214596632,3333.645098768268
90027244686,1273.4892330744103
92915532844,2679.878418163594
93009805530,3312.091861454096
93912328737,2621.260459957155
94056108636,1011.624744784227
95007997989,3279.277346626184
97542872929,1952.1117507329718
97690587164,1242.8233552428296
98413925270,2351.4111243660423
98435157932,913.2744517616379
98898601119,1634.5465256083735
100928655693,2794.8673730570467
102563430642,2760.6249722730718
102980609560,2729.9169095429434
103401327025,1025.1130201945616
107600110556,1457.5340333609831
108359814184,1929.0704725262708
109232629345,2308.1298362916946
109937572212,2852.8068197355456
111017468179,724.2220442822431
113635763667,2884.871719531435
114060742296,988.1491475795829
114246972325,1146.3577513979674
114622005074,2299.063984827587
114919291579,2278.703447881245
119124592923,983.3583253649522
120173178150,1056.0044691769635
120174739398,2904.187761065258
125620283395,1889.9219075201563
126109810620,1780.8756364242993
126323123025,1175.438792758213
127278650468,2872.789749785281
127375803095,1489.0785052690003
127674493201,1563.6653638485545
129387496043,2443.8161160046593
129617305930,2622.0136038734518
132515758197,2254.8158159685204
133757104902,1741.8097367044898
134441063734,1526.0755558414867
135345474220,1102.8365984665954
135855544925,2025.3809704606126
135942569459,3065.9423765524707
137155027535,1054.477702896114
138738130208,2557.7551549013847
139067422477,3769.103303262351
141906524488,2361.688795011764
142393479923,1390.1463783890554
142605257189,1000.4525036695836
143068056043,1474.8572367910147
143410583289,1176.0968933221875
145860890030,1240.9223137908002
147823220120,3174.7532373243334
149223537884,1081.8251771752862
150011633916,2611.244584598184
150725100902,1681.6101710924527
150849655128,3007.2598789495532
151019752418,2839.9815606657908
155312591316,2443.980914528403
158170244349,1056.581554397626
158198752116,1829.5143712434858
159512560080,2969.4600010115773
160394048269,2926.8948885132704
160866071764,2799.4572472941736
162858239831,2950.3752889084763
164119838197,1154.8693235735186
165822299060,3484.0704040115324
166539180979,2261.066044714939
167026181691,1734.7476464618144
168251283648,2596.4094020454163
169164297159,2722.8411409561604
170340592111,2366.095492668195
172984134900,1619.988883527811
173965052459,3244.5304683108952
174340626142,918.2088462834249
174553904617,1255.1181186865865
176985788025,2757.0146663983546
177084017191,3033.830485706638
178306423165,2734.545140591802
178423952401,1184.3584429369744
178455941015,1786.7424751617407
178529788874,1855.7721966477393
179149623101,2063.767006562917
179416220637,2548.4794235332292
179888286148,2547.5942402283927
180179088273,1117.062522610318
180507824238,1216.47181979865
184375392165,1915.712557703342
184451477151,1385.7418703776286
184738741234,1023.5106810073078
185056899485,2994.498433754849
185182071731,863.2676620023467
186192642676,1368.23294423759
186202931714,950.0836513761647
186666583405,3313.602040546206
188058099532,2707.2617226321977
190612161739,1710.4017114062535
191786220918,1810.0248845839574
192272885253,1004.702853160918
195350959068,2819.498780235658
196714165163,3042.3802347352257
196797893847,661.2778697196086
197098575791,2917.2580343397067
200200813237,2886.506427577451
201753062486,1580.7932754069209
202879802840,648.7800670450947
206124335947,1737.015812568246
